Unnamed: 0,plant1_train_mea_ddhr,plant1_train_tem_in_loc1,plant1_train_hum_in_loc1,plant1_train_tem_coil_loc1,plant1_train_tem_in_loc2,plant1_train_hum_in_loc2,plant1_train_tem_coil_loc2,plant1_train_tem_in_loc3,plant1_train_hum_in_loc3,plant1_train_tem_coil_loc3,plant1_train_tem_out_loc1,plant1_train_hum_out_loc1,plant1_train_cond_loc1,plant1_train_cond_loc2,plant1_train_cond_loc3,year,moth,day,hour,min
6781,2017-07-14 3:00,29.29,68.5,28.22,28.16,71.34,27.84,27.09,73.96,27.31,25.93,73.26,0.0,0.0,0.0,2017,7,14,3,0
6782,2017-07-14 4:00,29.23,67.89,28.19,28.07,71.31,27.8,27.06,75.43,27.27,25.35,80.95,0.0,0.0,0.0,2017,7,14,4,0
6783,2017-07-14 5:00,29.2,69.32,28.11,27.86,73.26,27.69,26.91,77.38,27.19,24.77,84.83,0.0,0.0,0.0,2017,7,14,5,0
6784,2017-07-14 6:00,29.08,70.54,28.11,27.74,74.88,27.65,26.82,78.54,27.27,24.8,86.78,0.0,0.0,0.0,2017,7,14,6,0
6785,2017-07-14 7:00,29.11,70.3,28.11,27.86,74.08,27.77,26.97,77.59,27.35,26.0,79.3,0.0,0.0,0.0,2017,7,14,7,0
6786,2017-07-14 8:00,29.14,70.39,28.07,28.32,72.68,27.65,27.7,75.67,27.61,29.72,67.58,0.0,0.0,0.0,2017,7,14,8,0
6787,2017-07-14 9:00,29.57,71.03,28.22,29.26,71.28,27.96,28.77,74.02,27.73,32.37,58.85,0.0,0.0,0.0,2017,7,14,9,0
6788,2017-07-14 10:00,30.18,69.9,28.26,30.09,69.72,28.03,29.78,70.67,28.03,33.38,56.38,0.0,0.0,0.0,2017,7,14,10,0
6789,2017-07-14 11:00,31.03,67.34,28.72,30.88,67.09,28.3,30.6,67.46,28.15,35.15,50.61,0.0,0.0,0.0,2017,7,14,11,0
6790,2017-07-14 12:00,31.46,64.01,28.8,31.43,64.13,28.38,31.28,64.04,28.19,34.79,45.3,0.0,0.0,0.0,2017,7,14,12,0
6791,2017-07-14 13:00,32.07,54.58,29.02,31.86,55.89,28.68,31.61,60.41,28.38,35.27,42.8,0.0,0.0,0.0,2017,7,14,13,0
6792,2017-07-14 14:00,32.56,56.35,29.22,32.34,56.14,28.57,31.92,59.8,28.68,32.99,51.68,0.0,0.0,0.0,2017,7,14,14,0
6793,2017-07-14 15:00,32.41,56.11,29.1,32.31,55.4,28.57,31.83,57.42,28.72,31.89,54.91,0.0,0.0,0.0,2017,7,14,15,0
6794,2017-07-14 16:00,32.07,61.2,29.25,32.19,58.42,28.83,31.55,61.08,28.72,31.03,61.57,0.0,0.0,0.0,2017,7,14,16,0
6795,2017-07-14 17:00,31.61,62.85,29.29,31.7,61.17,28.87,31.09,63.28,28.53,30.05,63.4,0.0,0.0,0.0,2017,7,14,17,0
6796,2017-07-14 18:00,31.31,57.45,29.18,31.28,58.24,28.64,30.54,60.04,28.49,29.14,62.94,0.0,0.0,0.0,2017,7,14,18,0
6797,2017-07-14 19:00,31.28,57.66,29.14,30.94,57.2,28.64,29.96,59.37,28.45,27.89,62.88,0.0,0.0,0.0,2017,7,14,19,0
6798,2017-07-14 20:00,30.97,63.49,29.02,30.63,62.79,28.53,29.38,68.32,28.3,27.46,75.31,0.0,0.0,0.0,2017,7,14,20,0
6799,2017-07-14 21:00,30.57,66.18,28.99,30.21,65.42,28.72,29.14,69.66,28.34,27.06,76.28,0.0,0.0,0.0,2017,7,14,21,0
6800,2017-07-14 22:00,30.36,66.48,29.06,29.9,66.91,28.61,28.86,70.51,28.26,26.88,76.01,0.0,0.0,0.0,2017,7,14,22,0
6801,2017-07-14 23:00,29.93,69.44,28.83,29.38,70.3,28.61,28.47,74.36,28.19,25.96,83.0,0.0,0.0,0.0,2017,7,14,23,0
6802,2017-07-15 0:00,29.9,68.89,28.99,29.08,71.03,28.61,28.1,75.03,28.15,25.48,85.01,0.0,0.0,0.0,2017,7,15,0,0
6803,2017-07-15 1:00,29.84,68.96,28.99,28.83,72.07,28.57,27.89,75.21,28.15,25.42,83.42,0.0,0.0,0.0,2017,7,15,1,0
6804,2017-07-15 2:00,29.47,68.41,28.83,28.53,71.52,28.49,27.58,74.6,28.07,24.65,84.19,0.0,0.0,0.0,2017,7,15,2,0
6805,2017-07-15 3:00,29.05,68.96,28.8,28.22,71.79,28.53,27.31,75.18,27.96,24.44,85.29,0.0,0.0,0.0,2017,7,15,3,0
6806,2017-07-15 4:00,28.83,69.02,28.64,27.77,72.44,28.38,26.85,75.34,27.69,23.25,89.32,0.0,0.0,0.0,2017,7,15,4,0
6807,2017-07-15 5:00,28.86,69.2,28.64,27.55,73.05,28.3,26.48,77.2,27.77,23.16,89.9,0.0,0.0,0.0,2017,7,15,5,0
6808,2017-07-15 6:00,28.53,70.7,28.53,27.43,73.99,28.3,26.39,77.35,27.73,23.68,89.5,0.0,0.0,0.0,2017,7,15,6,0
6809,2017-07-15 7:00,28.56,71.64,28.41,27.61,74.57,28.26,26.48,79.15,27.73,24.22,88.43,0.0,0.0,0.0,2017,7,15,7,0
6810,2017-07-15 8:00,28.53,71.79,28.49,27.61,74.82,28.22,26.7,78.88,27.73,24.59,86.02,0.0,0.0,0.0,2017,7,15,8,0
6811,2017-07-15 9:00,28.56,71.52,28.38,27.8,74.33,28.38,26.91,78.42,27.73,25.32,82.88,0.0,0.0,0.0,2017,7,15,9,0
6812,2017-07-15 10:00,28.62,72.31,28.34,27.98,74.15,28.26,27.16,77.96,27.73,25.35,82.88,0.0,0.0,0.0,2017,7,15,10,0
6813,2017-07-15 11:00,28.62,70.7,28.41,28.28,72.1,28.3,27.37,75.67,27.92,26.06,77.53,0.0,0.0,0.0,2017,7,15,11,0
6814,2017-07-15 12:00,28.83,68.77,28.41,28.32,70.45,28.26,27.77,73.29,27.84,27.98,70.85,0.0,0.0,0.0,2017,7,15,12,0
6815,2017-07-15 13:00,29.41,68.62,28.49,29.11,68.65,28.38,28.65,70.3,28.11,29.05,65.45,0.0,0.0,0.0,2017,7,15,13,0
6816,2017-07-15 14:00,29.78,67.03,28.64,29.69,66.58,28.49,29.23,68.28,28.22,29.17,66.06,0.0,0.0,0.0,2017,7,15,14,0
6817,2017-07-15 15:00,29.78,68.25,28.72,29.63,67.52,28.49,29.17,69.81,28.19,28.5,70.18,0.0,0.0,0.0,2017,7,15,15,0
6818,2017-07-15 16:00,29.78,66.33,28.68,29.81,65.81,28.49,29.23,68.07,28.15,27.89,69.14,0.0,0.0,0.0,2017,7,15,16,0
6819,2017-07-15 17:00,29.66,67.03,28.57,29.41,67.37,28.53,28.86,69.44,28.15,27.25,72.34,0.0,0.0,0.0,2017,7,15,17,0
6820,2017-07-15 18:00,29.63,67.19,28.53,29.35,66.79,28.34,28.53,70.51,27.99,26.82,75.03,0.0,0.0,0.0,2017,7,15,18,0
6821,2017-07-15 19:00,29.51,68.32,28.45,28.99,69.44,28.3,28.13,72.68,27.92,26.27,78.97,0.0,0.0,0.0,2017,7,15,19,0
6822,2017-07-15 20:00,29.26,69.78,28.45,28.62,71.31,28.3,27.86,74.02,27.96,25.54,82.2,0.0,0.0,0.0,2017,7,15,20,0
6823,2017-07-15 21:00,29.05,70.97,28.38,28.38,72.59,28.19,27.61,75.31,27.69,25.26,83.06,0.0,0.0,0.0,2017,7,15,21,0
6824,2017-07-15 22:00,29.02,70.42,28.34,28.22,72.71,28.22,27.43,75.73,27.92,25.45,81.93,0.0,0.0,0.0,2017,7,15,22,0
6825,2017-07-15 23:00,28.89,71.4,28.3,28.04,73.93,28.07,27.25,77.5,27.73,25.05,85.41,0.0,0.0,0.0,2017,7,15,23,0
6826,2017-07-16 0:00,28.93,71.83,28.34,27.92,74.6,28.11,27.06,77.72,27.8,25.02,84.31,0.0,0.0,0.0,2017,7,16,0,0
6827,2017-07-16 1:00,28.83,72.44,28.3,27.77,75.98,28.19,26.97,79.37,27.8,24.96,86.97,0.0,0.0,0.0,2017,7,16,1,0
6828,2017-07-16 2:00,28.68,72.99,28.19,27.61,76.74,27.99,26.7,80.04,27.69,24.41,87.24,0.0,0.0,0.0,2017,7,16,2,0
6829,2017-07-16 3:00,28.65,73.05,28.15,27.46,76.89,27.99,26.64,80.89,27.69,24.44,89.35,0.0,0.0,0.0,2017,7,16,3,0
6830,2017-07-16 4:00,28.38,73.08,28.03,27.52,76.65,27.92,26.51,79.85,27.5,23.71,88.34,0.0,0.0,0.0,2017,7,16,4,0
6831,2017-07-16 5:00,27.77,75.37,27.77,27.46,76.25,27.88,26.45,80.56,27.57,23.52,90.45,0.0,0.0,0.0,2017,7,16,5,0
6832,2017-07-16 6:00,27.67,75.15,27.61,27.4,76.13,27.84,26.3,80.13,27.42,23.52,89.53,0.0,0.0,0.0,2017,7,16,6,0
6833,2017-07-16 7:00,27.77,74.11,27.69,27.25,75.92,27.77,26.33,79.61,27.46,23.98,87.06,0.0,0.0,0.0,2017,7,16,7,0
6834,2017-07-16 8:00,28.5,72.5,27.88,27.55,75.27,27.77,26.48,79.88,27.35,24.38,86.9,0.0,0.0,0.0,2017,7,16,8,0
6835,2017-07-16 9:00,28.53,72.92,27.92,27.49,75.92,27.8,26.48,80.53,27.5,23.95,88.43,0.0,0.0,0.0,2017,7,16,9,0
6836,2017-07-16 10:00,28.68,71.58,27.92,27.67,75.18,27.61,26.67,80.46,27.38,25.08,84.98,0.0,0.0,0.0,2017,7,16,10,0
6837,2017-07-16 11:00,28.89,71.92,27.99,28.13,74.05,27.84,27.22,78.45,27.65,26.09,80.04,0.0,0.0,0.0,2017,7,16,11,0
6838,2017-07-16 12:00,28.93,71.34,27.96,28.41,73.02,27.8,27.43,77.38,27.61,25.75,82.11,0.0,0.0,0.0,2017,7,16,12,0
6839,2017-07-16 13:00,28.86,73.63,27.84,28.13,75.34,27.69,27.12,80.01,27.57,24.74,88.46,0.0,0.0,0.0,2017,7,16,13,0
6840,2017-07-16 14:00,28.71,75.24,27.92,28.1,76.74,27.57,27.09,80.98,27.31,25.08,88.92,0.0,0.0,0.0,2017,7,16,14,0
6841,2017-07-16 15:00,28.86,75.24,27.84,28.01,78.05,27.69,27.09,81.93,27.31,25.45,88.19,0.0,0.0,0.0,2017,7,16,15,0
6842,2017-07-16 16:00,29.02,76.22,27.92,28.22,78.94,27.69,27.4,83.18,27.38,26.3,86.63,0.0,0.0,0.0,2017,7,16,16,0
6843,2017-07-16 17:00,29.17,76.53,27.92,28.38,79.37,27.69,27.58,83.15,27.61,26.67,86.45,0.0,0.0,0.0,2017,7,16,17,0
6844,2017-07-16 18:00,29.29,76.56,27.96,28.68,78.11,27.8,27.8,81.93,27.61,26.94,82.54,0.0,0.0,0.0,2017,7,16,18,0
6845,2017-07-16 19:00,29.32,75.85,27.96,28.59,78.08,27.77,27.8,81.41,27.5,26.61,84.31,0.0,0.0,0.0,2017,7,16,19,0
6846,2017-07-16 20:00,29.35,74.63,28.03,28.56,77.11,27.61,27.64,81.04,27.46,26.48,83.91,0.0,0.0,0.0,2017,7,16,20,0
6847,2017-07-16 21:00,29.35,74.11,27.99,28.53,76.4,27.77,27.64,80.77,27.5,26.42,84.16,0.0,0.0,0.0,2017,7,16,21,0
6848,2017-07-16 22:00,29.26,75.7,27.88,28.38,78.48,27.69,27.28,83.7,27.35,25.78,88.46,0.0,0.0,0.0,2017,7,16,22,0
6849,2017-07-16 23:00,29.08,76.4,27.99,28.22,78.94,27.61,27.31,82.51,27.27,25.57,88.37,0.0,0.0,0.0,2017,7,16,23,0
6850,2017-07-17 0:00,29.05,75.85,27.84,28.16,78.17,27.57,27.22,82.33,27.31,25.66,86.9,0.0,0.0,0.0,2017,7,17,0,0
6851,2017-07-17 1:00,29.02,75.52,27.88,27.98,78.72,27.77,27.09,82.05,27.46,25.66,87.15,0.0,0.0,0.0,2017,7,17,1,0
6852,2017-07-17 2:00,28.93,76.22,27.88,27.95,79.27,27.57,27.12,82.91,27.27,25.78,87.15,0.0,0.0,0.0,2017,7,17,2,0
6853,2017-07-17 3:00,28.96,75.82,27.92,28.1,78.36,27.57,27.22,81.5,27.38,26.0,85.71,0.0,0.0,0.0,2017,7,17,3,0
6854,2017-07-17 4:00,28.93,76.37,27.88,28.19,78.45,27.54,27.25,82.42,27.31,25.96,86.02,0.0,0.0,0.0,2017,7,17,4,0
6855,2017-07-17 5:00,28.62,78.27,27.77,28.04,79.03,27.65,27.25,82.3,27.38,25.66,88.22,0.0,0.0,0.0,2017,7,17,5,0
6856,2017-07-17 6:00,28.8,77.47,27.73,27.92,80.25,27.61,27.19,83.33,27.23,25.87,88.77,0.0,0.0,0.0,2017,7,17,6,0
6857,2017-07-17 7:00,28.86,77.26,27.84,27.98,80.31,27.54,27.16,83.82,27.27,25.93,87.18,0.0,0.0,0.0,2017,7,17,7,0
6858,2017-07-17 8:00,28.93,77.35,27.69,28.25,79.67,27.5,27.31,84.07,27.19,26.73,85.65,0.0,0.0,0.0,2017,7,17,8,0
6859,2017-07-17 9:00,29.02,77.56,27.8,28.56,78.21,27.65,27.77,81.56,27.5,27.22,81.59,0.0,0.0,0.0,2017,7,17,9,0
6860,2017-07-17 10:00,29.11,77.14,27.77,28.83,78.14,27.69,28.07,81.11,27.57,27.74,80.28,0.0,0.0,0.0,2017,7,17,10,0
6861,2017-07-17 11:00,29.29,76.13,27.88,29.14,76.5,27.65,28.38,79.64,27.61,28.22,76.71,0.0,0.0,0.0,2017,7,17,11,0
6862,2017-07-17 12:00,28.96,74.63,27.8,29.14,75.31,27.77,28.1,77.59,27.61,25.81,78.02,0.0,0.0,0.0,2017,7,17,12,0
6863,2017-07-17 13:00,28.53,74.51,27.69,28.59,75.55,27.65,27.61,78.51,27.35,24.77,82.75,0.0,0.0,0.0,2017,7,17,13,0
6864,2017-07-17 14:00,28.28,73.05,27.69,28.1,74.21,27.65,27.31,77.9,27.42,24.41,85.65,0.0,0.0,0.0,2017,7,17,14,0
6865,2017-07-17 15:00,27.98,73.35,27.54,27.64,74.51,27.69,26.88,77.87,27.46,24.84,84.07,0.0,0.0,0.0,2017,7,17,15,0
6866,2017-07-17 16:00,28.22,71.46,27.77,27.89,72.34,27.77,27.37,75.15,27.23,26.06,76.53,0.0,0.0,0.0,2017,7,17,16,0
6867,2017-07-17 17:00,28.38,69.69,27.65,28.16,69.81,27.61,27.46,73.14,27.54,26.21,73.5,0.0,0.0,0.0,2017,7,17,17,0
6868,2017-07-17 18:00,28.41,72.13,27.61,28.1,71.83,27.61,27.4,75.52,27.23,25.42,81.53,0.0,0.0,0.0,2017,7,17,18,0
6869,2017-07-17 19:00,28.22,73.41,27.57,27.95,72.99,27.69,27.16,76.83,27.38,24.9,84.65,0.0,0.0,0.0,2017,7,17,19,0
6870,2017-07-17 20:00,27.95,74.05,27.42,27.64,74.42,27.61,26.85,77.63,27.27,24.22,85.9,0.0,0.0,0.0,2017,7,17,20,0
6871,2017-07-17 21:00,27.67,74.3,27.19,27.31,75.09,27.46,26.39,79.15,27.12,23.83,87.82,0.0,0.0,0.0,2017,7,17,21,0
6872,2017-07-17 22:00,27.67,73.96,27.42,27.03,75.7,27.42,26.27,79.18,27.27,23.89,87.58,0.0,0.0,0.0,2017,7,17,22,0
6873,2017-07-17 23:00,27.77,73.57,27.35,27.0,75.49,27.42,26.18,79.18,27.08,23.86,87.12,0.0,0.0,0.0,2017,7,17,23,0
6874,2017-07-18 0:00,27.7,72.77,27.31,26.85,75.24,27.27,25.96,79.43,26.93,23.74,86.2,0.0,0.0,0.0,2017,7,18,0,0
6875,2017-07-18 1:00,27.77,72.44,27.27,26.79,76.59,27.27,26.0,80.34,26.93,23.55,88.95,0.0,0.0,0.0,2017,7,18,1,0
6876,2017-07-18 2:00,27.77,73.23,27.31,26.64,77.5,27.35,25.81,81.01,26.89,23.37,89.32,0.0,0.0,0.0,2017,7,18,2,0
6877,2017-07-18 3:00,27.77,72.86,27.35,26.61,76.86,27.31,25.69,80.71,26.81,23.25,88.92,0.0,0.0,0.0,2017,7,18,3,0
6878,2017-07-18 4:00,27.64,72.99,27.19,26.48,76.95,27.12,25.63,80.83,26.81,23.28,89.1,0.0,0.0,0.0,2017,7,18,4,0
6879,2017-07-18 5:00,27.67,72.56,27.08,26.42,76.83,27.12,25.51,80.62,26.74,23.1,88.16,0.0,0.0,0.0,2017,7,18,5,0
6880,2017-07-18 6:00,27.55,72.34,27.16,26.33,76.8,27.16,25.54,80.19,26.66,23.19,87.91,0.0,0.0,0.0,2017,7,18,6,0
6881,2017-07-18 7:00,27.49,73.08,27.19,26.45,76.53,27.23,25.54,80.68,26.66,23.68,87.27,0.0,0.0,0.0,2017,7,18,7,0
6882,2017-07-18 8:00,27.52,74.36,27.16,26.64,77.29,27.08,25.69,80.74,26.66,24.16,86.94,0.0,0.0,0.0,2017,7,18,8,0
6883,2017-07-18 9:00,27.7,74.76,27.04,26.85,77.63,26.96,26.06,81.07,26.7,25.05,82.88,0.0,0.0,0.0,2017,7,18,9,0
6884,2017-07-18 10:00,27.83,74.69,27.04,27.25,76.8,27.12,26.54,79.98,26.89,25.93,80.56,0.0,0.0,0.0,2017,7,18,10,0
6885,2017-07-18 11:00,28.25,74.48,27.16,27.8,75.98,27.23,27.25,78.21,26.96,27.89,74.69,0.0,0.0,0.0,2017,7,18,11,0
6886,2017-07-18 12:00,29.05,73.02,27.38,28.47,74.18,27.27,28.16,75.43,27.19,29.08,67.95,0.0,0.0,0.0,2017,7,18,12,0
6887,2017-07-18 13:00,29.35,71.18,27.57,28.8,71.86,27.23,28.41,73.75,27.23,27.95,71.83,0.0,0.0,0.0,2017,7,18,13,0
6888,2017-07-18 14:00,29.63,70.15,27.42,28.99,71.28,27.31,28.53,73.38,27.42,27.46,75.15,0.0,0.0,0.0,2017,7,18,14,0
6889,2017-07-18 15:00,29.78,69.75,27.57,29.23,71.7,27.31,28.47,75.03,27.31,27.34,75.85,0.0,0.0,0.0,2017,7,18,15,0
6890,2017-07-18 16:00,30.54,65.96,27.73,29.78,68.19,27.31,28.68,72.5,27.42,27.98,71.73,0.0,0.0,0.0,2017,7,18,16,0
6891,2017-07-18 17:00,30.73,65.48,27.96,29.96,66.79,27.5,29.02,70.76,27.35,27.46,73.66,0.0,0.0,0.0,2017,7,18,17,0
6892,2017-07-18 18:00,30.88,64.77,28.07,29.81,67.8,27.5,28.71,72.31,27.42,26.79,76.77,0.0,0.0,0.0,2017,7,18,18,0
6893,2017-07-18 19:00,30.57,67.0,28.11,29.66,69.08,27.46,28.65,73.14,27.46,26.39,79.91,0.0,0.0,0.0,2017,7,18,19,0
6894,2017-07-18 20:00,30.15,69.35,28.03,29.54,69.96,27.5,28.25,75.03,27.31,26.21,81.62,0.0,0.0,0.0,2017,7,18,20,0
6895,2017-07-18 21:00,30.02,69.54,27.88,29.29,71.34,27.46,27.92,76.47,27.38,25.54,84.34,0.0,0.0,0.0,2017,7,18,21,0
6896,2017-07-18 22:00,29.78,70.82,27.88,28.96,72.89,27.57,27.77,77.96,27.27,25.32,86.72,0.0,0.0,0.0,2017,7,18,22,0
6897,2017-07-18 23:00,29.41,71.15,27.84,28.56,73.78,27.57,27.43,77.99,27.35,25.17,85.68,0.0,0.0,0.0,2017,7,18,23,0
6898,2017-07-19 0:00,29.11,71.06,27.84,28.32,73.44,27.5,27.28,77.47,27.08,25.17,84.28,0.0,0.0,0.0,2017,7,19,0,0
6899,2017-07-19 1:00,28.86,71.18,27.69,27.92,74.36,27.42,27.16,77.66,27.04,24.9,85.9,0.0,0.0,0.0,2017,7,19,1,0
6900,2017-07-19 2:00,28.77,71.61,27.73,27.77,74.73,27.46,26.94,78.17,27.19,24.9,84.77,0.0,0.0,0.0,2017,7,19,2,0
6901,2017-07-19 3:00,28.56,73.57,27.65,27.7,75.79,27.38,26.88,79.24,27.08,24.74,86.29,0.0,0.0,0.0,2017,7,19,3,0
6902,2017-07-19 4:00,28.44,72.74,27.61,27.58,75.31,27.46,26.7,79.03,27.16,24.68,85.62,0.0,0.0,0.0,2017,7,19,4,0
6903,2017-07-19 5:00,28.41,72.44,27.61,27.46,75.67,27.35,26.64,79.24,26.96,24.47,86.45,0.0,0.0,0.0,2017,7,19,5,0
6904,2017-07-19 6:00,28.38,73.11,27.57,27.49,75.76,27.38,26.61,79.49,26.96,24.59,86.17,0.0,0.0,0.0,2017,7,19,6,0
6905,2017-07-19 7:00,28.35,73.29,27.5,27.46,76.1,27.23,26.54,79.95,26.85,24.93,85.59,0.0,0.0,0.0,2017,7,19,7,0
6906,2017-07-19 8:00,28.38,73.11,27.5,27.55,75.67,27.31,26.85,79.03,26.96,26.3,80.95,0.0,0.0,0.0,2017,7,19,8,0
6907,2017-07-19 9:00,28.93,71.61,27.69,28.25,73.53,27.35,27.46,76.95,27.27,28.59,69.87,0.0,0.0,0.0,2017,7,19,9,0
6908,2017-07-19 10:00,29.66,68.25,27.88,29.11,69.72,27.61,28.19,72.65,27.35,31.98,56.99,0.0,0.0,0.0,2017,7,19,10,0
6909,2017-07-19 11:00,29.9,66.64,27.92,29.47,67.61,27.88,28.99,69.9,27.54,30.18,61.36,0.0,0.0,0.0,2017,7,19,11,0
6910,2017-07-19 12:00,30.15,66.91,27.96,29.84,67.7,27.77,29.38,69.08,27.69,31.89,58.33,0.0,0.0,0.0,2017,7,19,12,0
6911,2017-07-19 13:00,30.88,63.8,28.19,30.48,64.47,27.88,29.96,65.9,27.77,30.67,60.2,0.0,0.0,0.0,2017,7,19,13,0
6912,2017-07-19 14:00,31.55,60.26,28.45,31.06,61.05,28.22,30.6,61.81,27.92,31.86,56.93,0.0,0.0,0.0,2017,7,19,14,0
6913,2017-07-19 15:00,32.07,58.73,28.64,31.43,60.74,28.3,30.88,63.49,28.15,29.84,64.68,0.0,0.0,0.0,2017,7,19,15,0
6914,2017-07-19 16:00,32.65,56.29,28.87,31.55,60.16,28.11,30.36,63.86,28.11,29.47,64.13,0.0,0.0,0.0,2017,7,19,16,0
6915,2017-07-19 17:00,32.07,59.1,28.99,31.76,59.28,28.45,30.63,63.13,28.15,28.56,68.22,0.0,0.0,0.0,2017,7,19,17,0
6916,2017-07-19 18:00,31.4,62.94,28.83,31.31,62.18,28.3,29.9,67.52,28.03,27.46,74.63,0.0,0.0,0.0,2017,7,19,18,0
6917,2017-07-19 19:00,31.15,63.68,28.83,30.88,63.43,28.26,29.35,69.14,27.88,26.7,76.8,0.0,0.0,0.0,2017,7,19,19,0
6918,2017-07-19 20:00,30.82,64.22,28.8,30.27,65.51,28.22,28.68,71.34,27.73,26.36,78.54,0.0,0.0,0.0,2017,7,19,20,0
6919,2017-07-19 21:00,30.73,65.29,28.8,30.05,66.0,28.19,28.59,71.25,27.84,26.33,78.08,0.0,0.0,0.0,2017,7,19,21,0
6920,2017-07-19 22:00,30.48,67.28,28.64,29.51,69.69,28.15,28.35,74.33,27.73,25.93,83.15,0.0,0.0,0.0,2017,7,19,22,0
6921,2017-07-19 23:00,30.18,69.51,28.57,29.08,72.5,28.15,27.92,77.11,27.77,25.6,85.93,0.0,0.0,0.0,2017,7,19,23,0
6922,2017-07-20 0:00,29.93,70.09,28.41,28.89,72.83,28.26,27.77,76.65,27.61,25.48,84.28,0.0,0.0,0.0,2017,7,20,0,0
6923,2017-07-20 1:00,29.63,69.78,28.49,28.5,73.63,28.11,27.52,77.53,27.65,24.87,87.0,0.0,0.0,0.0,2017,7,20,1,0
6924,2017-07-20 2:00,29.26,70.85,28.53,28.19,74.27,28.03,27.12,78.54,27.38,24.41,88.98,0.0,0.0,0.0,2017,7,20,2,0
6925,2017-07-20 3:00,28.99,71.46,28.38,27.92,75.15,27.99,27.0,78.75,27.42,24.22,89.13,0.0,0.0,0.0,2017,7,20,3,0
6926,2017-07-20 4:00,28.83,72.47,28.26,27.77,76.1,27.99,26.82,79.95,27.46,24.53,88.25,0.0,0.0,0.0,2017,7,20,4,0
6927,2017-07-20 5:00,28.62,72.62,28.15,27.58,76.1,27.99,26.7,79.46,27.5,24.38,88.1,0.0,0.0,0.0,2017,7,20,5,0
6928,2017-07-20 6:00,28.56,72.59,28.22,27.58,76.62,28.03,26.67,80.95,27.35,24.53,89.29,0.0,0.0,0.0,2017,7,20,6,0
6929,2017-07-20 7:00,28.53,74.02,28.19,27.74,77.66,28.03,26.88,81.59,27.42,26.48,82.02,0.0,0.0,0.0,2017,7,20,7,0
6930,2017-07-20 8:00,28.86,74.33,28.19,28.32,75.92,27.99,27.7,78.48,27.69,29.51,69.2,0.0,0.0,0.0,2017,7,20,8,0
6931,2017-07-20 9:00,29.38,73.38,28.26,29.02,74.11,28.19,28.83,74.48,28.03,31.76,60.01,0.0,0.0,0.0,2017,7,20,9,0
6932,2017-07-20 10:00,29.96,69.96,28.61,29.81,70.63,28.26,29.84,69.99,28.19,33.84,53.97,0.0,0.0,0.0,2017,7,20,10,0
6933,2017-07-20 11:00,30.76,67.43,28.68,30.82,66.36,28.34,30.73,66.82,28.3,33.63,54.43,0.0,0.0,0.0,2017,7,20,11,0
6934,2017-07-20 12:00,31.34,66.09,28.87,31.0,66.09,28.49,30.85,66.09,28.45,32.89,56.72,0.0,0.0,0.0,2017,7,20,12,0
6935,2017-07-20 13:00,31.92,63.86,29.14,31.4,64.56,28.57,30.97,65.9,28.49,32.71,58.7,0.0,0.0,0.0,2017,7,20,13,0
6936,2017-07-20 14:00,32.31,65.26,29.1,31.83,65.08,28.72,31.58,65.63,29.1,32.16,60.93,0.0,0.0,0.0,2017,7,20,14,0
6937,2017-07-20 15:00,32.92,64.07,29.41,32.41,64.5,28.76,31.92,66.0,28.83,33.11,58.64,0.0,0.0,0.0,2017,7,20,15,0
6938,2017-07-20 16:00,33.05,62.21,29.64,32.74,62.45,29.02,32.25,63.43,28.95,33.08,57.42,0.0,0.0,0.0,2017,7,20,16,0
6939,2017-07-20 17:00,33.2,61.02,29.79,32.56,62.21,29.14,31.83,64.62,29.02,30.45,65.9,0.0,0.0,0.0,2017,7,20,17,0
6940,2017-07-20 18:00,32.95,62.03,29.71,31.86,64.16,28.99,30.85,68.53,28.76,28.77,74.63,0.0,0.0,0.0,2017,7,20,18,0
6941,2017-07-20 19:00,32.8,62.97,29.71,32.16,63.58,29.02,31.25,67.06,28.91,31.09,65.81,0.0,0.0,0.0,2017,7,20,19,0
6942,2017-07-20 20:00,32.31,62.91,29.64,31.7,64.35,29.14,30.7,67.25,28.91,29.57,67.92,0.0,0.0,0.0,2017,7,20,20,0
6943,2017-07-20 21:00,31.98,62.73,29.6,31.25,64.47,29.22,30.45,67.25,28.87,29.11,69.9,0.0,0.0,0.0,2017,7,20,21,0
6944,2017-07-20 22:00,31.64,63.13,29.48,31.03,64.32,29.1,29.96,67.52,28.76,28.1,71.73,0.0,0.0,0.0,2017,7,20,22,0
6945,2017-07-20 23:00,31.34,62.85,29.44,30.63,64.5,29.06,29.47,68.65,28.83,27.74,74.08,0.0,0.0,0.0,2017,7,20,23,0
6946,2017-07-21 0:00,31.03,64.8,29.41,30.21,66.54,28.91,29.23,69.99,28.72,27.22,75.58,0.0,0.0,0.0,2017,7,21,0,0
6947,2017-07-21 1:00,30.76,65.35,29.37,29.87,67.95,28.99,28.99,70.88,28.61,27.0,77.08,0.0,0.0,0.0,2017,7,21,1,0
6948,2017-07-21 2:00,30.54,67.49,29.41,29.6,69.69,29.02,28.62,73.66,28.53,26.67,80.46,0.0,0.0,0.0,2017,7,21,2,0
6949,2017-07-21 3:00,30.3,68.07,29.22,28.99,72.31,28.99,27.95,76.22,28.38,26.24,81.29,0.0,0.0,0.0,2017,7,21,3,0
